packet_size,duration,bytes_sent,bytes_received,login_attempts,connection_rate,is_threat
549.6714153011233,0.27631084272905704,1530.7664471294574,4424.510879582167,1,9.780005782314657,0
486.1735698828815,0.31596070676887617,1726.7961902681636,4463.650077056991,1,9.002671033275403,0
564.7688538100692,0.9262587685249748,1858.8797040383856,2539.7301055655366,0,13.93796342159833,0
652.3029856408025,0.5058965358339502,2525.3871452360568,3202.546956559439,2,15.584119749568647,0
476.5846625276664,0.4264576337918302,1418.5305065735436,1856.5864962630837,0,8.233076609834859,0
476.58630430508197,1.5544607024192698,1821.2924759146501,3659.734899753144,1,7.8571662400769435,0
657.9212815507392,1.5789036011963233,2476.504749107025,4242.6837592447155,1,10.081557331570089,0
576.7434729152909,2.6103202569358634,1850.061262751694,3031.8395632928127,1,5.453982166215247,0
453.05256140650476,0.8111763188227015,2230.207824921412,2466.0927565118973,1,10.096598387870763,0
554.2560043585964,0.11384026418869427,1930.2289785360483,3288.1047610220503,2,14.014372433971882,0
453.65823071875377,0.479618767207502,2128.3916286623617,3333.967225090533,0,8.802196128711165,0
453.4270246429743,5.868444303875905,1885.7637280952297,3064.9150654796963,0,12.16093232014247,0
524.1962271566034,1.3604709654558984,2333.5327363641773,3142.9720994687623,2,12.93868947696106,0
308.6719755342202,1.855452243876769,1227.4717962967825,2860.9481196245033,1,8.276826705773598,0
327.5082167486967,0.011077547954138402,1818.3439958057274,3796.763942581125,2,10.356570850587216,0
443.77124707590275,1.0953571294555369,2148.286338347154,3588.9819561321015,0,10.708153607562739,0
398.71688796655764,0.057376480983705125,2266.8476240030964,2213.5174822846807,2,11.457768861589603,0
531.4247332595273,1.2632721995431964,2746.476311376914,2191.527517473124,2,11.603565564145184,0
409.1975924478789,19.01558240796536,1804.4876665672118,2796.5004663787504,40,12.244999593718862,1
358.76962986647084,5.182805605946545,2739.7408809304366,3589.4696992841436,0,8.435751842023162,0
646.5648768921554,1.1665964701160825,1670.4880866701646,3118.4459311126516,2,10.348045543248702,0
477.4223699513464,0.9193008276332724,2664.3232057723217,2485.479671901876,0,12.964827301881439,0
506.7528204687924,4.35109941986621,2408.733563349186,3209.214877380664,2,13.18099148195075,0
357.52518137865434,1.6794926683271583,1543.2707101838887,2735.3515843821824,0,10.450180658341653,0
445.5617275474817,0.10065154961441965,2153.519618625911,3704.389168179305,1,8.936755810822323,0
511.0922589709866,0.9402685087859999,1974.3820822339042,3266.4467480536377,0,12.070465509409091,0
384.90064225776973,0.41213893559648035,2312.7922968375,2747.7774500382848,2,11.072437850366367,0
537.5698018345672,0.9517637036422311,1888.3642057833451,3185.2150176371692,1,11.02927264813338,0
439.9361310081195,4.558680824771354,1846.3768871691343,4052.0384476193612,25,11.551544799201865,1
